codigo_ncm,descricao_ncm,nacionalfederal,importadosfederal,estadual,municipal,vigenciainicio,vigenciafim
27012000,"Briquetes,bolas em aglomerados,etc.obtidos da hulha",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27021000,"Linhitas,mesmo em po,mas nao aglomeradas",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27022000,Linhitas aglomeradas,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27030000,"Turfa,incl.aglomerada e a turfa p/cama de animais",13.45,15.45,11.05,0.00,20/10/2025,30/11/2025
27040011,Com granulometria igual ou superior a 80 mm,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27040012,Com granulometria inferior a 80 mm,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27040090,"Semicoques de hulha,linhita ou turfa,carvao de retorta",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27050000,"Gas de hulha,agua,etc.exc.de petroleo/ hidrocarb.gasosos",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27060000,"Alcatroes de hulha,de linhita ou de turfa,etc.",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27071000,Benzois (prods.da destilacao dos alcatroes de hulha),13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27072000,Toluois (prods.da destilacao dos alcatroes de hulha),13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27073000,Xilois (prods.da destilacao dos alcatroes de hulha),13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27074000,Naftaleno (prods.da destilacao dos alcatroes de hulha),13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27075010,"Misturas que contenham trimetilbenzenos e etiltoluenos, como componentes majoritarios",13.45,17.53,12.00,0.00,20/10/2025,30/11/2025
27075090,Outros,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27079100,Oleos de creosoto,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27079910,Cresois (isomeros fenolicos),13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27079990,"Outs.oleos e prods.da destil.dos alcatroes da hulha,etc",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27081000,Breu obtido de alcatroes minerais,15.33,17.33,12.00,0.00,20/10/2025,30/11/2025
27082000,Coque de breu obtido de alcatroes minerais,15.33,17.33,12.00,0.00,20/10/2025,30/11/2025
27090010,Oleos brutos de petroleo,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27090090,Oleos brutos de minerais betuminosos,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27101210,Combustiveis minerais oleos minerais e produtos da sua destilacao materias betuminosas ceras minerais oleos de petroleo ou de minerais betuminosos exceto oleos brutos preparacoes nao especificadas nem compreendidas noutras posicoes que contenham como constituintes basicos 70 ou mais em peso de oleos de petroleo ou de minerais betuminosos residuos de oleos Hexano comercial,16.40,18.40,12.00,0.00,20/10/2025,30/11/2025
27101221,Diisobutileno (mistura de alquilidenos),16.40,18.40,12.00,0.00,20/10/2025,30/11/2025
27101229,Combustiveis minerais oleos minerais e produtos da sua destilacao materias betuminosas ceras minerais oleos de petroleo ou de minerais betuminosos exceto oleos brutos preparacoes nao especificadas nem compreendidas noutras posicoes que contenham como constituintes basicos 70 ou mais em peso de oleos de petroleo ou de minerais betuminosos residuos de oleos outras,16.40,18.40,12.00,0.00,20/10/2025,30/11/2025
27101230,Aguarras mineral (white spirit),13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27101241,Naftas para petroquimica (que possa servir a formulacao de gasolina ou diesel),13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27101249,Combustiveis minerais oleos minerais e produtos da sua destilacao materias betuminosas ceras minerais oleos de petroleo ou de minerais betuminosos exceto oleos brutos preparacoes nao especificadas nem compreendidas noutras posicoes que contenham como constituintes basicos 70 ou mais em peso de oleos de petroleo ou de minerais betuminosos residuos de oleos outras,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27101251,Gasolinas de aviacao,13.45,15.45,1.47,0.00,20/10/2025,30/11/2025
27101259,Combustiveis minerais oleos minerais e produtos da sua destilacao materias betuminosas ceras minerais oleos de petroleo ou de minerais betuminosos exceto oleos brutos preparacoes nao especificadas nem compreendidas noutras posicoes que contenham como constituintes basicos 70 ou mais em peso de oleos de petroleo ou de minerais betuminosos residuos de oleos outras,11.60,11.60,23.20,0.00,20/10/2025,30/11/2025
27101260,Combustiveis minerais oleos minerais e produtos da sua destilacao materias betuminosas ceras minerais oleos de petroleo ou de minerais betuminosos exceto oleos brutos preparacoes nao especificadas nem compreendidas noutras posicoes que contenham como constituintes basicos 70 ou mais em peso de oleos de petroleo ou de minerais betuminosos residuos de oleos Mistura de hidrocarbonetos aciclicos e ciclicos saturados derivados de fracoes de petroleo c,16.40,18.40,12.00,0.00,20/10/2025,30/11/2025
27101290,Combustiveis minerais oleos minerais e produtos da sua destilacao materias betuminosas ceras minerais oleos de petroleo ou de minerais betuminosos exceto oleos brutos preparacoes nao especificadas nem compreendidas noutras posicoes que contenham como constituintes basicos 70 ou mais em peso de oleos de petroleo ou de minerais betuminosos residuos de oleos outros,16.40,18.40,12.00,0.00,20/10/2025,30/11/2025
27101290,Oleos parcialmente refinados,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27101290,Oleos para lamparina de mecha �signal-oil� ,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27101911,Combustiveis minerais oleos minerais e produtos da sua destilacao materias betuminosas ceras minerais oleos de petroleo ou de minerais betuminosos exceto oleos brutos preparacoes nao especificadas nem compreendidas noutras posicoes que contenham como constituintes basicos 70 ou mais em peso de oleos de petroleo ou de minerais betuminosos residuos de oleos De aviacao,0.00,0.00,12.00,0.00,20/10/2025,30/11/2025
27101919,"Outros querosenes - iso-parafina, normal parafina",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27101921,Combustiveis minerais oleos minerais e produtos da sua destilacao materias betuminosas ceras minerais oleos de petroleo ou de minerais betuminosos exceto oleos brutos preparacoes nao especificadas nem compreendidas noutras posicoes que contenham como constituintes basicos 70 ou mais em peso de oleos de petroleo ou de minerais betuminosos residuos de oleos Gasoleo oleo diesel ,8.60,8.60,18.30,0.00,20/10/2025,30/11/2025
27101922,Combustiveis minerais oleos minerais e produtos da sua destilacao materias betuminosas ceras minerais oleos de petroleo ou de minerais betuminosos exceto oleos brutos preparacoes nao especificadas nem compreendidas noutras posicoes que contenham como constituintes basicos 70 ou mais em peso de oleos de petroleo ou de minerais betuminosos residuos de oleos Fuel oil,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27101929,Outros oleos combustiveis,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27101931,Oleos lubrificantes sem aditivos,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27101932,Oleos lubrificantes com aditivos,13.45,16.93,12.00,0.00,20/10/2025,30/11/2025
27101991,Combustiveis minerais oleos minerais e produtos da sua destilacao materias betuminosas ceras minerais oleos de petroleo ou de minerais betuminosos exceto oleos brutos preparacoes nao especificadas nem compreendidas noutras posicoes que contenham como constituintes basicos 70 ou mais em peso de oleos de petroleo ou de minerais betuminosos residuos de oleos oleos minerais brancos oleos de vaselina ou de parafina ,13.45,16.46,12.00,0.00,20/10/2025,30/11/2025
27101992,Combustiveis minerais oleos minerais e produtos da sua destilacao materias betuminosas ceras minerais oleos de petroleo ou de minerais betuminosos exceto oleos brutos preparacoes nao especificadas nem compreendidas noutras posicoes que contenham como constituintes basicos 70 ou mais em peso de oleos de petroleo ou de minerais betuminosos residuos de oleos Liquidos para transmissoes hidraulicas,14.88,16.88,12.00,0.00,20/10/2025,30/11/2025
27101993,Oleos para isolamento eletrico,14.88,16.88,12.00,0.00,20/10/2025,30/11/2025
27101994,Combustiveis minerais oleos minerais e produtos da sua destilacao materias betuminosas ceras minerais oleos de petroleo ou de minerais betuminosos exceto oleos brutos preparacoes nao especificadas nem compreendidas noutras posicoes que contenham como constituintes basicos 70 ou mais em peso de oleos de petroleo ou de minerais betuminosos residuos de oleos Mistura de hidrocarbonetos aciclicos e ciclicos saturados derivados de fracoes de petroleo c,14.88,16.88,12.00,0.00,20/10/2025,30/11/2025
27101999,Combustiveis minerais oleos minerais e produtos da sua destilacao materias betuminosas ceras minerais oleos de petroleo ou de minerais betuminosos exceto oleos brutos preparacoes nao especificadas nem compreendidas noutras posicoes que contenham como constituintes basicos 70 ou mais em peso de oleos de petroleo ou de minerais betuminosos residuos de oleos outros,14.88,16.88,12.00,0.00,20/10/2025,30/11/2025
27101999,Oleos parcialmente refinados,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27101999,Oleos para lamparina de mecha �signal-oil� ,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27102000,Combustiveis minerais oleos minerais e produtos da sua destilacao materias betuminosas ceras minerais oleos de petroleo ou de minerais betuminosos exceto oleos brutos preparacoes nao especificadas nem compreendidas noutras posicoes que contenham como constituintes basicos 70 ou mais em peso de oleos de petroleo ou de minerais betuminosos residuos de oleos oleos de petroleo ou de minerais betuminosos exceto oleos brutos e preparacoes nao especific,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27102000,"Oleos leves e preparacoes, exceto oleos para lamparina de mecha �signal-oil� ",16.40,18.40,12.00,0.00,20/10/2025,30/11/2025
27109110,Combustiveis minerais oleos minerais e produtos da sua destilacao materias betuminosas ceras minerais oleos de petroleo ou de minerais betuminosos exceto oleos brutos preparacoes nao especificadas nem compreendidas noutras posicoes que contenham como constituintes basicos 70 ou mais em peso de oleos de petroleo ou de minerais betuminosos residuos de oleos Que contenham bifenilas policloradas PcB numa concentracao igual ou superior a 50 mg kg,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27109120,Combustiveis minerais oleos minerais e produtos da sua destilacao materias betuminosas ceras minerais oleos de petroleo ou de minerais betuminosos exceto oleos brutos preparacoes nao especificadas nem compreendidas noutras posicoes que contenham como constituintes basicos 70 ou mais em peso de oleos de petroleo ou de minerais betuminosos residuos de oleos outros que contenham terfenilas policloradas PcT ou bifenilas polibromadas PBB mesmo que tam,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27109190,Combustiveis minerais oleos minerais e produtos da sua destilacao materias betuminosas ceras minerais oleos de petroleo ou de minerais betuminosos exceto oleos brutos preparacoes nao especificadas nem compreendidas noutras posicoes que contenham como constituintes basicos 70 ou mais em peso de oleos de petroleo ou de minerais betuminosos residuos de oleos outros,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27109900,Outros desperdicios de oleos,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27111100,"Gas natural,liquefeito",13.45,15.45,1.39,0.00,20/10/2025,30/11/2025
27111210,Propano bruto,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27111290,Outros propanos liquefeitos,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27111300,Butanos liquefeitos,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27111400,"Etileno,propileno,butileno e butadieno,liquefeitos",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27111910,Gas liquefeito de petroleo (glp),0.00,0.00,13.40,0.00,20/10/2025,30/11/2025
27111990,Outs.gases liquefeitos de hidrocarbonetos gasosos,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27112100,Gas natural no estado gasoso,9.30,9.30,12.00,0.00,20/10/2025,30/11/2025
27112910,Butanos no estado gasoso,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27112990,"Outs.hidrocarb.gasosos e gas petroleo,no estado gasoso",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27121000,Vaselina,16.40,20.48,12.00,0.00,20/10/2025,30/11/2025
27122000,Parafina contendo peso<0.75% de oleo,13.45,17.53,12.00,0.00,20/10/2025,30/11/2025
27129000,"Cera de petroleo microcristalina,ceras minerais,etc.",13.45,17.53,12.00,0.00,20/10/2025,30/11/2025
27131100,Coque de petroleo nao calcinado,14.96,16.96,12.00,0.00,20/10/2025,30/11/2025
27131200,Coque de petroleo calcinado,14.96,16.96,12.00,0.00,20/10/2025,30/11/2025
27132000,Betume de petroleo,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27139000,"Outs.resids.dos oleos de petroleo,minerais betuminosos",14.96,16.96,12.00,0.00,20/10/2025,30/11/2025
27141000,Xistos e areias betuminosos,13.45,15.45,7.00,0.00,20/10/2025,30/11/2025
27149000,"Betumes,asfaltos naturais,asfaltitas,rocha alfalticas",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27150000,"Misturas betuminosas a base de asfalto,de betumes,etc.",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
27160000,Energia eletrica,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
28011000,Cloro,13.45,19.46,17.00,0.00,20/10/2025,30/11/2025
28012010,Iodo sublimado,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28012090,Outros formas de iodo,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28013000,Fluor e bromo,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28020000,Enxofre sublimado ou precipitado e enxofre coloidal,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28030011,Negros de acetileno (negros de carbono),13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28030019,Outros negros de carbono,13.45,19.46,17.00,0.00,20/10/2025,30/11/2025
28030090,Outros formas de carbono,13.45,19.46,17.00,0.00,20/10/2025,30/11/2025
28041000,Hidrogenio,13.45,18.51,17.00,0.00,20/10/2025,30/11/2025
28042100,Argonio (gases raros),13.45,18.51,17.00,0.00,20/10/2025,30/11/2025
28042910,Helio liquido (gases raros),13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28042990,Outros gases raros,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28043000,Nitrogenio,13.45,18.51,17.00,0.00,20/10/2025,30/11/2025
28044000,Oxigenio,13.45,18.51,17.00,0.00,20/10/2025,30/11/2025
28045000,Boro e telurio,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28046100,Silicio contendo em peso>=99.99% de silicio,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28046900,Outros silicios,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28047010,Fosforo branco,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28047020,Fosforo vermelho ou amorfo,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28047030,Fosforo negro,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28048000,Arsenio,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28049000,Selenio,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28051100,Sodio (metal alcalino),13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28051200,Calcio (metal alcalino terroso),13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28051910,Estroncio (metal alcalino terroso),13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28051920,Bario (metal alcalino terroso),13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28051990,Outros metais alcalinos,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28053010,Liga de cerio com peso<=5% de ferro (mischmetal),13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28053090,"Outros metais de terras raras,escandio e itrio",13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28054000,Mercurio,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28061010,"Cloreto de hidrogenio (ac.cloridrico),gasoso,liquefeito",13.45,18.51,17.00,0.00,20/10/2025,30/11/2025
28061020,"Cloreto de hidrogenio (ac.cloridrico),em solucao aquosa",13.45,19.46,17.00,0.00,20/10/2025,30/11/2025
28062000,Acido clorossulfurico,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28070010,Acido sulfurico,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28070020,Oleum (acido sulfurico fumante),13.45,17.53,17.00,0.00,20/10/2025,30/11/2025
28080010,Acido nitrico,13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28080020,Acido sulfonitrico,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28091000,Pentoxido de difosforo,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28092011,Acido fosforico com teor de ferro < 750 ppm,13.45,24.35,17.00,0.00,20/10/2025,30/11/2025
28092019,Outros acidos fosforicos,13.45,17.53,17.00,0.00,20/10/2025,30/11/2025
28092020,Acido metafosforico,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28092030,Acido pirofosforico,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28092090,Outros acidos polifosforicos,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28100010,Acido ortoborico,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28100090,Oxidos de boro e outs.acidos boricos,13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28111100,Fluoreto de hidrogenio (acido fluoridrico),13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28111200,Cianeto de hidrogenio (acido cianidrico ou acido hidrocianico),13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28111910,Acido aminossulfonico (acido sulfamico),13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28111920,Acido fosfonico (acido fosforoso),13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28111930,Acido perclorico,13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28111940,Fluoracidos e outs.compostos de fluor,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28111990,Outros acidos inorganicos,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28112100,Dioxido de carbono,13.45,17.53,17.00,0.00,20/10/2025,30/11/2025
28112210,Dioxido de silicio obtido por precipitacao quimica,13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28112220,Dioxido de silicio tipo aerogel,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28112230,Gel de silica (dioxido de silicio),13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28112290,Outros dioxidos de silicio,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28112910,Dioxido de enxofre,13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28112990,Outs.compostos oxigen.inorgan.dos elementos n/metalicos,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28121100,Dicloreto de carbonila (fosgenio),13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28121200,Oxicloreto de fosforo,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28121300,Tricloreto de fosforo,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28121400,Pentacloreto de fosforo,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28121500,Monocloreto de enxofre,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28121600,Dicloreto de enxofre,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28121700,Cloreto de tionila,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28121911,Tricloreto de arsenio,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28121919,Outros,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28121920,Oxicloretos,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28129000,"Outs.halogenetos,oxialogenetos dos elem.n/metalicos",13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28131000,Dissulfeto de carbono,13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28139010,Pentassulfeto de difosforo,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28139090,Outs.sulfetos dos elem.n/metals.e trissulf.fosforo com.,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28141000,Amoniaco anidro,13.45,17.53,17.00,0.00,20/10/2025,30/11/2025
28142000,Amoniaco em solucao aquosa (amonia),13.45,17.53,17.00,0.00,20/10/2025,30/11/2025
28151100,Hidroxido de sodio (soda caustica) solido,13.45,19.46,17.00,0.00,20/10/2025,30/11/2025
28151200,Hidroxido de sodio em sol.aquosa (lixivia soda caustica,13.45,19.46,17.00,0.00,20/10/2025,30/11/2025
28152000,Hidroxido de potassio (potassa caustica),13.45,18.51,17.00,0.00,20/10/2025,30/11/2025
28153000,Peroxidos de sodio ou de potassio,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28161010,Hidroxido de magnesio,13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28161020,Peroxido de magnesio,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28164010,Hidroxido de bario,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28164090,"Oxido,hidroxido e peroxido de estroncio ou de bario",13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28170010,Oxido de zinco (branco de zinco),13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28170020,Peroxido de zinco,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28181010,"Corindo artificial,branco,de granulometria<=63 microns",13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28181090,"Outs.corindos artificiais,quimicamente definido ou nao",13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28182010,Alumina calcinada,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28182090,Outros oxidos de aluminio,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28183000,Hidroxido de aluminio,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28191000,Trioxido de cromo,13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28199010,Oxidos de cromo,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28199020,Hidroxidos de cromo,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28201010,Produtos quimicos inorganicos compostos inorganicos ou organicos de metais preciosos de elementos radioativos de metais das terras raras ou de isotopos oxidos de manganes com um teor de Mno 2 igual ou superior a 91 em peso manganes eletrolitico ,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28201090,Produtos quimicos inorganicos compostos inorganicos ou organicos de metais preciosos de elementos radioativos de metais das terras raras ou de isotopos oxidos de manganes outros,13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28209010,Oxido manganoso,13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28209020,Trioxido de dimanganes (sesquioxido de manganes),13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28209030,Tetraoxido de trimanganes (oxido salino de manganes),13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28209040,Heptaoxido de dimanganes (anidrido permanganico),13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28211011,Oxido ferrico com teor em peso>=85% de fe2o3,13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28211019,Outros oxidos ferricos,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28211020,Oxido ferroso-ferrico (oxido magnetico de ferro),13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28211030,Hidroxidos de ferro,13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28211090,Outros oxidos de ferro,13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28212000,"Terras corantes,peso>=70% de ferro combinado,em fe2o3",13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28220010,Tetraoxido de tricobalto (oxido salino de cobalto),13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28220090,"Outs.oxidos e hidroxidos de cobalto,incl.os comerciais",13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28230010,"Oxidos de titanio,tipo anatase",13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28230090,Outros oxidos de titanio,13.45,19.46,17.00,0.00,20/10/2025,30/11/2025
28241000,"Monoxido de chumbo (litargirio,massicote)",13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28249010,Minio (zarcao) e minio-laranja (mine-orange),13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28249090,Outros oxidos de chumbo,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28251010,Hidrazina e seus sais inorganicos,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28251020,Hidroxilamina e seus sais inorganicos,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28252010,Oxido de litio,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28252020,Hidroxido de litio,13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28253010,Pentoxido de divanadio,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28253090,Outros oxidos e hidroxidos de vanadio,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28254010,Oxido niqueloso,13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28254090,Outros oxidos e hidroxidos de niquel,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28255010,"Oxido cuprico,com teor de cuo>=98%,em peso",13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28255090,Outros oxidos e hidroxidos de cobre,13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28256010,Oxidos de germanio,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28256020,Dioxido de zirconio,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28257010,Trioxido de molibdenio,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28257090,Outros oxidos e hidroxidos de molibdenio,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28258010,Trioxido de antimonio,13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28258090,Outros oxidos de antimonio,13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28259010,Oxido de cadmio,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28259020,Trioxido de tungstenio (volframio),13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28259090,"Oxidos,hidroxidos e peroxidos de outs.metais,etc.",13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28261200,Fluoretos de aluminio,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28261910,Trifluoreto de cromo,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28261920,Fluoreto acido de amonio,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28261990,Outros fluoretos,13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28263000,Hexafluoraluminato de sodio (criolita sintetica),13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28269010,Fluoraluminato de potassio,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28269020,Fluossilicatos de sodio ou de potassio,13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28269090,"Outs.fluossilicatos,fluoraluminatos,sais complexs.fluor",13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28271000,Cloreto de amonio,13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28272010,"Cloreto de calcio,com teor>=98% de cacl2,em base seca",13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28272090,Outros cloretos de calcio,13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28273110,"Cloreto de magnesio,com teor<98% mgcl2 e teor<=0.5% ca",13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28273190,Outros cloretos de magnesio,13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28273200,Cloreto de aluminio,13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28273500,Cloreto de niquel,13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
28273910,"Cloreto de cobre i (cloreto cuproso,monocloreto cobre)",13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
28273920,Cloreto de titanio,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
