codigo_ncm,descricao_ncm,nacionalfederal,importadosfederal,estadual,municipal,vigenciainicio,vigenciafim
0,PRODUTO NAO ESPECIFICADO NA LISTA DE NCM,13.45,15.45,7.00,0.00,20/10/2025,30/11/2025
1012100,"Cavalos reprodutores,de raca pura",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
1012900,"Cavalos vivos,exceto reprodutores de raca pura",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
1013000,Asininos,13.45,17.53,12.00,0.00,20/10/2025,30/11/2025
1019000,"Outros asininos e muares,vivos",13.45,17.53,12.00,0.00,20/10/2025,30/11/2025
1022110,"Bovinos reprodutores,de raca pura,prenhe ou com cria ao pe",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
1022190,"Outros bovinos reprodutores,de raca pura",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
1022911,"Outros bovinos para reproducao, prenhe ou com cria ao pe",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
1022919,Outros bovinos domesticos para reproducao,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
1022990,Outros bovinos domesticos,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
1023110,"Bufalos reprodutores,de raca pura, prenhe ou com cria ao pe",13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
1023190,"Outros bufalos reprodutores,de raca pura",13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
1023911,"Outros bufalos para reproducao, prenhe ou com cria ao pe",13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
1023919,Outros bufalos para reproducao,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
1023990,Outros bufalos,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
1029000,Outros animais vivos da especie bovina,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
1031000,Suinos reprodutores de raca pura,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
1039100,"Outros suinos,vivos,de peso inferior a 50kg",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
1039200,"Outros suinos,vivos,de peso igual ou superior a 50kg",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
1041011,"Ovinos reprodutores,de raca pura,prenhe ou c/cria ao pe",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
1041019,"Outros ovinos,reprodutores,de raca pura",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
1041090,"Outros ovinos,vivos",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
1042010,"Caprinos reprodutores,de raca pura",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
1042090,"Outros caprinos,vivos",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
1051110,"Galos e galinhas,p<=185g,de linha pura/hibrida, p/reprod",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
1051190,"Outros galos e galinhas,vivos,de peso n/superior a 185g",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
1051200,"Peruas e perus,vivos,de peso nao superior a 185g",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
1051300,"Patos vivos,de peso<=185g",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
1051400,"Gansos, vivos,de peso<=185g",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
1051500,"Galinhas dangola (pintadas),vivos,de peso<=185g",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
1059400,"Outros galos e galinhas,vivos de peso>185g",13.45,17.53,12.00,0.00,20/10/2025,30/11/2025
1059900,"Patos,gansos,perus,peruas,pintadas,vivos,de peso>185g",13.45,17.53,12.00,0.00,20/10/2025,30/11/2025
1061100,Primatas,13.45,17.53,12.00,0.00,20/10/2025,30/11/2025
1061200,"Baleias, golfinhos e botos, peixes-boi e digongos, otarias e focas, leoes-marinhos e morsas",13.45,17.53,12.00,0.00,20/10/2025,30/11/2025
1061300,Camelos e outros camelideos,13.45,17.53,12.00,0.00,20/10/2025,30/11/2025
1061400,Coelhos e lebres,13.45,17.53,12.00,0.00,20/10/2025,30/11/2025
1061900,Outros animais mamiferos,13.45,17.53,12.00,0.00,20/10/2025,30/11/2025
1062000,Repteis incluidas as serpentes e as tartarugas marinhas,13.45,17.53,12.00,0.00,20/10/2025,30/11/2025
1063100,Aves de rapina,13.45,17.53,12.00,0.00,20/10/2025,30/11/2025
1063200,"Psitaciformes (incluidos os papagaios, os periquitos, as araras e as cacatuas)",13.45,17.53,12.00,0.00,20/10/2025,30/11/2025
1063310,Avestruzes para reproducao,13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
1063390,"Outros avestruzes, emus",13.45,17.53,12.00,0.00,20/10/2025,30/11/2025
1063900,Outras aves,13.45,17.53,12.00,0.00,20/10/2025,30/11/2025
1064100,Abelhas,13.45,17.53,12.00,0.00,20/10/2025,30/11/2025
1064900,Outro insetos,13.45,17.53,12.00,0.00,20/10/2025,30/11/2025
1069000,Outros animais vivos,13.45,17.53,12.00,0.00,20/10/2025,30/11/2025
2011000,"Carcacas e meias carcacas,de bovino,frescas ou refriger",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2012010,"Quartos dianteiros,de bovino,n/desossad. frescos/refrig.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2012020,"Quartos traseiros,de bovino,n/desossados, frescos/refrig",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2012090,"Outs.carnes de bovino,nao desossadas, frescas ou refrig.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2013000,"Carnes de bovino,desossadas,frescas ou refrigeradas",13.45,21.28,12.00,0.00,20/10/2025,30/11/2025
2021000,"Carcacas e meias-carcacas,de bovino, congeladas",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2022010,"Quartos dianteiros,de bovino,nao desossados, congelados",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2022020,"Quartos traseiros,de bovino,nao desossados, congelados",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2022090,"Outras carnes de bovino,nao desossadas, congeladas",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2023000,"Carnes de bovino,desossadas,congeladas",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
2031100,"Carcacas e meias-carcacas,de suino,frescas ou refriger.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2031200,"Pernas,pas,etc.de suino,n/desossados,frescos ou refrig.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2031900,"Outras carnes,de suino,frescas ou refrigeradas",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2032100,"Carcacas e meias-carcacas,de suino, congeladas",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2032200,"Pernas,pas e pedacos,de suinos,n/desossados, congelados",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2032900,"Outras carnes,de suino,congeladas",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2041000,"Carcacas e meias-carcacas,de cordeiro, frescas ou refrig",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2042100,"Carcacas e meias-carcacas,de ovino,frescas ou refriger.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2042200,"Outras carnes,de ovino,nao desossadas, ]frescas ou refrig",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2042300,"Carnes de ovino,desossadas,frescas ou refrigeradas",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2043000,"Carcacas e meias-carcacas,de cordeiro, congeladas",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2044100,"Carcacas e meias-carcacas,de ovino, congeladas",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2044200,"Outras carnes de ovino,nao desossadas, congeladas",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2044300,"Carnes de ovino,desossadas,congeladas",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2045000,"Carnes de caprino,frescas,refrigeradas ou congeladas",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2050000,"Carnes de cavalo,asinino e muar,frescas, refrig.ou cong.",13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
2061000,"Miudezas comestiveis,de bovino,frescas ou refrigeradas",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2062100,"Linguas de bovino,congeladas",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2062200,"Figados de bovino,congelados",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2062910,"Rabos de bovino,congelados",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2062990,"Outras miudezas comestiveis,de bovino, congeladas",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2063000,"Miudezas comestiveis,de suino,frescas ou refrigeradas",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2064100,"Figados de suino,congelados",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2064900,"Outras miudezas,comestiveis,de suino, congeladas",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2068000,"Miudezas comestiveis,de ovino,etc. frescas/refrigeradas",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2069000,"Miudezas comestiveis,de ovino,caprino, etc.congeladas",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2071100,"Carnes de galos/galinhas,n/cort.pedacos, frescas/refrig.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2071210,Carnes e miudezas comestiveis carnes e miudezas comestiveis frescas refrigeradas ou congeladas das aves da posicao 01 05 com miudezas,13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2071220,Carnes e miudezas comestiveis carnes e miudezas comestiveis frescas refrigeradas ou congeladas das aves da posicao 01 05 Sem miudezas,13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2071300,"Pedacos e miudezas,de galos/galinhas, frescos/refriger.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2071411,Carnes e miudezas comestiveis carnes e miudezas comestiveis frescas refrigeradas ou congeladas das aves da posicao 01 05 Peitos,13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2071412,Carnes e miudezas comestiveis carnes e miudezas comestiveis frescas refrigeradas ou congeladas das aves da posicao 01 05 coxas com sobrecoxas,13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2071413,Carnes e miudezas comestiveis carnes e miudezas comestiveis frescas refrigeradas ou congeladas das aves da posicao 01 05 asas,13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2071419,Carnes e miudezas comestiveis carnes e miudezas comestiveis frescas refrigeradas ou congeladas das aves da posicao 01 05 outros,13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2071421,Carnes e miudezas comestiveis carnes e miudezas comestiveis frescas refrigeradas ou congeladas das aves da posicao 01 05 Peitos coxas e sobrecoxas formando uma so peca,13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2071422,Carnes e miudezas comestiveis carnes e miudezas comestiveis frescas refrigeradas ou congeladas das aves da posicao 01 05 Peitos,13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2071423,Carnes e miudezas comestiveis carnes e miudezas comestiveis frescas refrigeradas ou congeladas das aves da posicao 01 05 coxas com sobrecoxas,13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2071424,Carnes e miudezas comestiveis carnes e miudezas comestiveis frescas refrigeradas ou congeladas das aves da posicao 01 05 carne mecanicamente separada,13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2071429,Carnes e miudezas comestiveis carnes e miudezas comestiveis frescas refrigeradas ou congeladas das aves da posicao 01 05 outros,13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2071431,Carnes e miudezas comestiveis carnes e miudezas comestiveis frescas refrigeradas ou congeladas das aves da posicao 01 05 Figados,13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2071432,Carnes e miudezas comestiveis carnes e miudezas comestiveis frescas refrigeradas ou congeladas das aves da posicao 01 05 Moelas,13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2071433,Carnes e miudezas comestiveis carnes e miudezas comestiveis frescas refrigeradas ou congeladas das aves da posicao 01 05 coracoes,13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2071434,Carnes e miudezas comestiveis carnes e miudezas comestiveis frescas refrigeradas ou congeladas das aves da posicao 01 05 Pes e patas,13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2071439,Carnes e miudezas comestiveis carnes e miudezas comestiveis frescas refrigeradas ou congeladas das aves da posicao 01 05 outras,13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2072400,"Carnes de peruas/perus,n/cort.pedacos, frescas/refriger.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2072500,"Carnes de peruas/perus,n/cortadas em pedacos,congeladas",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2072600,"Carnes de peruas/perus,em pedacos,miudez. frescos/refrig",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2072700,"Carnes de peruas/perus,em pedacos e miudezas,congeladas",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2074100,"Carnes de patos, n/cort.em pedacos, frescas/refriger.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2074200,"Carnes de patos,gansos,etc.n/cort.em pedacos,congeladas",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2074300,"Figados gordos,de patos (foie gras), frescos/refrig.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2074400,"Outs.carnes/miudezas,de patos,frescas, refrig",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2074500,"Outs.carnes,miudezas,de patos, congeladas",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2075100,"Carnes de gansos n/cort.em pedacos, frescas/refriger.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2075200,"Carnes de gansos n/cort.em pedacos,congeladas",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2075300,"Figados gordos,de gansos (foie gras), frescos/ refrig.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2075400,"Outs.carnes/miudezas,de gansos, frescas, refrig",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2075500,"Outs.carnes,miudezas,de gansos, congeladas",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2076000,"Carnes e miudezas comestiveis de galinhas dangola (pintadas), frescas/refriger/ congeladas",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2081000,"Carnes/miudezas,de coelhos/lebres,frescas/ refrig/congel",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2083000,"Carnes e miudezas,de primatas,frescos/ refrig/congel",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2084000,"Carnes e miudezas,de baleias,golfinhos e botos, peixes-boi e digongos, otarias e focas, leoes-marinhos e morsas ,frescos/ refrig/ congel",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2085000,"Carnes e miudezas,de repteis(incluidas as serpentes e as tartarugas marinhas), frescos/ refrig/congel",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2086000,"Carnes e miudezas,de camelos e outros camelideos, frescos/ refrig/congel",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2089000,"Carnes e miudezas,de outs.animais,frescos/ refrig/congel",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2091011,"Toucinho de porco sem partes magras, fresco/ refrigerado/ congelado",13.45,18.51,12.00,0.00,20/10/2025,30/11/2025
2091019,"Toucinho sem partes magras,salgado/ salmoura/ seco/defum.",13.45,18.51,17.00,0.00,20/10/2025,30/11/2025
2091021,"Gordura de porco,fresca,refrigerada ou congelada",13.45,18.51,12.00,0.00,20/10/2025,30/11/2025
2091029,"Gordura de porco,n/fundida,salgada,em salmoura,seca,etc",13.45,18.51,17.00,0.00,20/10/2025,30/11/2025
2099000,"Gordura de aves,n/fundida,fresca, refrigerada,congel.etc",13.45,18.51,17.00,0.00,20/10/2025,30/11/2025
2101100,"Pernas/pas/pedacos,de suino,n/desossados, salgados,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2101200,"Barrigas e peitos,entremeados,de suino,salgados,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2101900,"Outs.carnes de suino,salgadas ou em salmoura,secas,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2102000,"Carnes de bovinos,salgadas/em salmoura/ secas/defumadas",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2109100,"Carnes e miudezas,de primatas,salgados,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2109100,"Miudezas, farinhas e pos dessas miudezas de primatas",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2109200,"Carnes e miudezas,de baleias,golfinhos e botos, peixes-boi e digongos, otarias e focas, leoes-marinhos e morsas,salgados,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2109200,"Miudezas, farinhas e pos dessas miudezas de baleias, golfinhos e botos mamiferos da ordem dos cetaceos , de peixes-boi manatins e dugongos mamiferos da ordem dos sirenios , de otarias e focas, leoes-marinhos e morsas mamiferos da subordem dos pinipedes ",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2109300,"Carnes e miudezas,de repteis(incluidas as serpentes e as tartarugas marinhas), salgados,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2109300,"Miudezas, farinhas e pos dessas miudezas de repteis incluindo as serpentes e as tartarugas marinhas ",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2109911,De galos e de galinhas,13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2109919,Outras,13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2109920,Carnes da especie ovina,13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2109930,Carnes da especie cavalar,13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2109940,Miudezas comestiveis,13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2109990,Outras,13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
2109990,Farinhas e pos das miudezas do codigo 0210.99.40,13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3011110,Aruana (peixe ornamental),13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
3011190,"Outros peixes ornamentais, vivos, de agua doce",13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
3011900,Outros peixes ornamentais vivos,13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
3019110,"Trutas (salmo trutta e oncorhynchus),para reproducao",13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
3019190,"Outros trutas (salmo trutta e oncorhynchus),vivas",13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
3019210,Enguias (anguilla spp.) para reproducao,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
3019290,Outros enguias (anguilla spp.) vivas,13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
3019310,Carpas para reproducao,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
3019390,Outros carpas vivas,13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
3019410,"Atuns-azuis (thunnus thynnus, thunnus orientalis) para reproducao",13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
3019490,"Outros atuns-azuis (thunnus thynnus, thunnus orientalis)",13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
3019510,Atuns-do-sul (thunnus maccoyii) para reproducao,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
3019590,Outros atuns-do-sul (thunnus maccoyii),13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
3019911,"Tilapias,peixes para reproducao",13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
3019912,"Esturjoes,peixes para reproducao",13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
3019919,Outros peixes vivos para reproducao,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
3019991,"Tilapias,peixes vivos",13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
3019992,"Esturjoes,peixes vivos",13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
3019999,Outros peixes vivos,13.45,20.39,17.00,0.00,20/10/2025,30/11/2025
3021100,"Trutas frescas,refrig.exc.files,outs. carnes, figados,etc",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3021300,"Salmoes-do-pacifico, frescos,refrig. exc.files,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3021400,"Salmoes-do-atlantico, frescos,refrig. exc.files,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3021900,"Outros salmonideos frescos,refrig.exc. files,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3022100,"Linguados-gigantes,frescos,refrig.exc. files,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3022200,"Solhas ou patrucas,frescas,refrig.exc. files,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3022300,"Linguados frescos,refrig.exc.files,outs. carnes,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3022400,"Pregado (psetta maxima),frescos,refrig.exc. files,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3022900,"Outros peixes chatos,frescos,refrig.exc. files,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3023100,"Atuns-brancos ou germoes,frescos/refriger. exc.files,etc",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3023200,"Albacoras/atuns barbat.amarela,frescas/ refrig. exc.files",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3023300,"Bonitos-listrados,etc.frescos,refrig.exc. files,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3023400,Albacoras-bandolim (patutos) thunnus thinnus,13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3023500,Atuns azuis (thunnus thinnus (�),13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3023600,Atuns do sul thunnus maccoyii,13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3023900,"Outs.atuns frescos,refrig.exc.files, outs. carnes,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3024100,"Arenques frescos/refrigerados,exc. files,outs.carnes,etc",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3024210,"Anchoitas frescos/refrigerados,exc. files,outs.carnes,etc",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3024290,"Outras anchovas frescos/refrigerados,exc. files,outs.carnes,etc",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3024300,"Sardinhas frescos/refrigerados,exc. files,outs.carnes,etc",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3024400,"Cavalinhas frescos/refrigerados,exc. files,outs.carnes,etc",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3024500,"Chicharros frescos/refrigerados,exc. files,outs.carnes,etc",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3024600,"Bijupiras frescos/refrigerados,exc. files,outs.carnes,etc",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3024700,"Espadartes frescos/refrigerados,exc. files,outs.carnes,etc",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3024910,"Espadins, marlins, veleiros (istiophoridae)",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3024990,Outros,13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3025100,"Bacalhau do atlantico (...), bacalhau da groelandia (�) e bacalhau do pacifico (...), frescos/refrigerados, exc.files,etc.",13.45,15.45,12.00,0.00,20/10/2025,30/11/2025
3025200,"Bacalhau haddoch ou lubina, frescos/refrigerados, exc.files,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3025300,"Bacalhau saithe frescos/refrigerados, exc.files,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3025400,"Merluzas e abroteas, frescos/refrigerados, exc.files,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3025500,"Merluza do alasca, frescos/refrigerados, exc.files,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3025600,"Verdinhos (�), frescos/refrigerados, exc.files,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3025900,"Outros peixes das fam. bregmacerotidae, gadidae, etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3027100,"Tilapias frescas,refrig.exc.files,outs. carnes,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3027210,"Bagres (...),frescas,refrig.exc.files,outs. carnes,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3027290,"Outros bagres, frescas,refrig.exc.files, outs. carnes,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3027300,"Carpas,frescas,refrig.exc.files,outs. carnes,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3027400,"Enguias, frescas,refrig.exc.files,outs. carnes,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3027900,"Outros,frescas,refrig.exc.files,outs. carnes,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3028100,"Esqualos frescos,refrig.exc.files,outs. carnes,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3028200,"Raias, frescos,refrig.exc.files, outs. carnes,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3028310,Merluzas-negras (dissostichus eleginoides),13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3028320,Merluzas antarticas (dissostichus mawsoni),13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3028400,"Robalos, frescos,refrig.exc.files, outs. carnes,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3028500,"Pargos ou sargos, frescos,refrig.exc.files, outs. carnes,etc.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3028910,Pargo (Lutjanus purpureus),13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3028921,"Cherne-poveiro (polyprion americanus), frescos ou refrigerados",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3028922,Garoupas (acanthistius spp),13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3028923,Esturjoes (ascipenser baeri),13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3028924,Peixes-rei (atherindae spp),13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3028931,"Curimatas (prochilodus spp.), fresco ou refrigerado",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3028932,"Tilapias, fresco ou refrigerado",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3028933,"Surubins (pseudoplatystoma spp.), fres. ou refrig.",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3028934,Trairas (hoplias malabaricus & h. cf. lacerdae),13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3028935,"Piaus (leporinus spp.), fresco ou refrigerado",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3028936,"Tainhas, fresco ou refrigerado",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3028937,"Pirarucu (arapaima gigas), fresco ou refrigerado",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3028938,"Pescadas, fresco ou refrigerado",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3028941,"Piramutabas, fresco ou refrigerado",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3028942,"Douradas, fresco ou refrigerado",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3028943,"Pacus, fresco ou refrigerado",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3028944,"Tambaquis, fresco ou refrigerado",13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
3028945,Tambacu fresco ou resfriado,13.45,20.39,12.00,0.00,20/10/2025,30/11/2025
